Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,5.0073442459106445,4.698907929423299e-05,0.006854858079802455,0.0031774980016052723,0.0005771612632088363,0.0014522869605571032,0.0724573547626739,,,
6F,5.026837348937988,4.717200319937304e-05,0.006868187766752816,0.003775838064029813,0.00038422050420194864,0.0023137032985687256,0.0688465216627463,63.7s,-0.39%,
8F theta,1.4641908407211304,1.3740013895134664e-05,0.0037067524728709176,0.002171071246266365,0.00028729639598168433,0.0013636723160743713,0.7287784943797577,486.0s,70.76%,70.87%
8F rho,2.6609039306640625,2.4970007982658896e-05,0.004996999898204811,0.002448484068736434,0.0003638267226051539,0.001267068088054657,0.5071036163359106,101.9s,46.86%,-81.73%
Total,,,,,,,,651.6s,,
