Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
3F+vix_lag+iv_lag+vega,10.964866638183594,9.249539531978231e-05,0.00961745264193083,0.006742886267602444,0.0007486909162253141,0.005000799894332886,-0.1624117512058858,4.1s,-32.93%,-2.05%
3F+vix_lag+iv_lag+rho,12.792590141296387,0.00010791336742415442,0.01038813589746276,0.007413265760987997,-0.0007289675413630903,0.005562350153923035,-0.356173093507578,4.1s,-55.09%,-16.67%
3F+vix_lag+d_iv_lag+vix_mom_lag,14.51562213897705,0.0001224482022774225,0.011065631580593243,0.007719835732132196,0.0001380110770696774,0.005675286054611206,-0.5388358387919607,4.1s,-75.97%,-13.47%
3F+vix_lag+d_iv_lag+vix_mom,13.038005828857422,0.00010998359972042197,0.010487306599905525,0.007268015760928392,-0.00014876404020469636,0.005382239818572998,-0.3821901978249067,4.1s,-58.06%,10.18%
3F+vix_lag+d_iv_lag+gamma,13.804943084716797,0.00011645318726826772,0.010791347796650228,0.007472952362149954,0.0002571156364865601,0.005491092801094055,-0.4634950515970466,4.0s,-67.36%,-5.88%
3F+vix_lag+d_iv_lag+theta,15.633358001708984,0.0001318769918740477,0.011483770803792964,0.00799344852566719,-1.977346619241871e-05,0.005819529294967651,-0.6573296923386449,4.1s,-89.52%,-13.24%
3F+vix_lag+d_iv_lag+vega,15.714615821838379,0.00013256245157398775,0.01151357683667364,0.007980939000844955,3.91646926800604e-06,0.005860999226570129,-0.6659440283002749,4.1s,-90.51%,-0.52%
3F+vix_lag+d_iv_lag+rho,13.109173774719238,0.00011058394512395494,0.01051589012513705,0.007147636730223894,-0.0006994821014814079,0.005162835121154785,-0.38973488207039275,4.1s,-58.92%,16.58%
3F+vix_lag+vix_mom_lag+vix_mom,13.66698932647705,0.0001152894624528833,0.010737293069153105,0.007272099144756794,0.0004590383032336831,0.005385257303714752,-0.4488702435631333,4.1s,-65.69%,-4.26%
3F+vix_lag+vix_mom_lag+gamma,15.669083595275879,0.0001321783592329991,0.01149688476209965,0.007724320515990257,4.635313234757632e-05,0.005721479654312134,-0.6611170480039066,4.1s,-89.96%,-14.65%
3F+vix_lag+vix_mom_lag+theta,14.348196983337402,0.00012103586809513183,0.011001630247155728,0.007306480780243874,0.0002555557293817401,0.0052812546491622925,-0.5210866973947208,4.1s,-73.94%,8.43%
3F+vix_lag+vix_mom_lag+vega,16.830331802368164,0.0001419742022216725,0.0119152927879122,0.008112535811960697,-0.0009688103455118835,0.005987673997879028,-0.7842237493011373,4.1s,-104.03%,-17.30%
3F+vix_lag+vix_mom_lag+rho,14.899761199951172,0.00012568865156650363,0.011211095020848928,0.007481302600353956,0.0003534620627760887,0.005505010485649109,-0.5795593398894154,4.1s,-80.63%,11.47%
3F+vix_lag+vix_mom+gamma,15.207880973815918,0.00012828783140424242,0.011326421827048577,0.00759686715900898,-9.386184683535248e-05,0.005585417151451111,-0.6122238544464855,4.0s,-84.37%,-2.07%
3F+vix_lag+vix_mom+theta,12.260456085205078,0.00010342448930958774,0.010169783149585233,0.006802271585911512,-0.0008831562590785325,0.00506591796875,-0.29976028882618366,4.0s,-48.63%,19.38%
3F+vix_lag+vix_mom+vega,14.235276222229004,0.00012008331201002998,0.010958253145918376,0.0071896156296133995,0.0011603509774431586,0.005138367414474487,-0.5091156972905864,4.1s,-72.57%,-16.11%
3F+vix_lag+vix_mom+rho,14.846160888671875,0.0001252364999677074,0.011190911489584189,0.007394597865641117,0.0004046451358590275,0.005356311798095703,-0.5738770426253177,4.1s,-79.98%,-4.29%
3F+vix_lag+gamma+theta,13.66530704498291,0.00011527527137359576,0.010736632217487743,0.007042930461466312,-0.0017175741959363222,0.005001068115234375,-0.4486919008762449,4.1s,-65.67%,7.95%
3F+vix_lag+gamma+vega,16.287168502807617,0.00013739228565361354,0.011721445544539869,0.007872186601161957,-2.2478439859696664e-05,0.0058165788650512695,-0.7266417081266232,4.1s,-97.45%,-19.19%
3F+vix_lag+gamma+rho,13.398755073547363,0.00011302674152049739,0.010631403553646968,0.006899394094944,-2.015402787947096e-05,0.005111083388328552,-0.42043408852631714,4.0s,-62.43%,17.73%
3F+vix_lag+theta+vega,13.622563362121582,0.00011491470211414722,0.010719827522593227,0.007037976291030645,0.00038308906368911266,0.0050960928201675415,-0.4441605407706144,4.0s,-65.15%,-1.67%
3F+vix_lag+theta+rho,13.995829582214355,0.0001180634323017787,0.010865699807273284,0.007135963998734951,0.0006902979803271592,0.005135297775268555,-0.4837313859875625,4.2s,-69.67%,-2.74%
3F+vix_lag+vega+rho,11.617265701293945,9.799878275164659e-05,0.009899433456094677,0.006296628620475531,-0.0008662051404826343,0.00457841157913208,-0.23157413707515961,4.1s,-40.84%,16.99%
