model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic,0.0007483561057597399,0.008304606191813946,11.37079906463623,325.45111083984375,92.02082174494193,-0.006233822554349899,-0.0014259321615099907,0.0003107090014964342,0.0023342720232903957,0.008061351254582405
3F,-0.0004607974551618099,0.009247774258255959,7.349568843841553,190.92942810058594,86.37039127944142,-0.01148785650730133,-0.004136435687541962,-0.000518113374710083,0.00292891263961792,0.009826608002185822
3F+vix_lag,0.001672209589742124,0.013607748784124851,2.236220359802246,32.868133544921875,78.27747382753152,-0.017733801156282425,-0.005482606589794159,0.001195281744003296,0.007994577288627625,0.022038355469703674
3F+iv_lag,-0.0012614158913493156,0.011753026396036148,0.539373517036438,12.958647727966309,76.67267187487028,-0.019263841211795807,-0.007437482476234436,-0.0012101605534553528,0.0049199387431144714,0.016046695411205292
3F+d_iv_lag,0.0020183748565614223,0.012607685290277004,1.1000927686691284,27.446744918823242,78.61371013939278,-0.016118623316287994,-0.004106573760509491,0.0018442869186401367,0.007981467992067337,0.020277798175811768
3F+vix_mom_lag,-0.0004832443955820054,0.012814086861908436,1.884076476097107,32.710872650146484,78.54563266390483,-0.019417263567447662,-0.0069649964570999146,-0.0004719346761703491,0.005806781351566315,0.01799817383289337
3F+vix_mom,8.305326628033072e-05,0.01303758192807436,2.3530919551849365,44.50163269042969,79.36339258287603,-0.01872888207435608,-0.0063312724232673645,-0.00010687112808227539,0.006105490028858185,0.01884571462869644
3F+gamma,0.0012134478893131018,0.0114573510363698,3.8483376502990723,78.67122650146484,80.31730745282314,-0.014560822397470474,-0.0042747631669044495,0.0009060651063919067,0.006296008825302124,0.0171680748462677
3F+theta,-0.0006390355410985649,0.012636200524866581,2.322737455368042,44.21429443359375,79.99850561639172,-0.018425539135932922,-0.006700247526168823,-0.0008560866117477417,0.005060300230979919,0.017373599112033844
3F+vega,-0.002511437050998211,0.013347192667424679,2.0674750804901123,37.66310501098633,76.98732264572315,-0.022058852016925812,-0.009388387203216553,-0.0026105493307113647,0.004151463508605957,0.016686558723449707
3F+rho,0.000181772411451675,0.011967407539486885,2.9848623275756836,59.496646881103516,79.99933582950743,-0.01696179434657097,-0.005601614713668823,0.00013765692710876465,0.005836263298988342,0.016670018434524536
3F+vix_lag+iv_lag,0.0013893457362428308,0.009606783278286457,0.4858067035675049,8.517102241516113,75.38335090617761,-0.013358257710933685,-0.0037978440523147583,0.0013682842254638672,0.006521955132484436,0.015804670751094818
3F+vix_lag+d_iv_lag,-0.0022617275826632977,0.009061787277460098,2.21296763420105,66.34748840332031,77.82998895816556,-0.015487730503082275,-0.006556451320648193,-0.0020879730582237244,0.002235785126686096,0.010138735175132751
3F+vix_lag+vix_mom_lag,0.0008780215284787118,0.009528862312436104,4.021073818206787,83.24102020263672,80.20605889531844,-0.012374073266983032,-0.003820747137069702,0.0008096098899841309,0.005320362746715546,0.013647541403770447
3F+vix_lag+vix_mom,-0.0018493568059056997,0.00975446030497551,3.8298327922821045,85.27318572998047,78.66767399191372,-0.015327267348766327,-0.0066884420812129974,-0.002028137445449829,0.0026640966534614563,0.011658042669296265
3F+vix_lag+gamma,-0.00029587646713480353,0.009743261151015759,5.260673999786377,122.39791107177734,82.08566138927863,-0.01319790631532669,-0.004893310368061066,-0.00034953653812408447,0.003994517028331757,0.012149050831794739
3F+vix_lag+theta,-0.0013335153926163912,0.009744305163621902,4.3676252365112305,99.2864761352539,80.3239491577488,-0.01416015625,-0.006156899034976959,-0.0017355680465698242,0.0029043853282928467,0.012315802276134491
