epoch,loss,val_loss
1,0.00046519533498212695,7.337859278777614e-05
2,0.0003836164250969887,7.151083264034241e-05
3,0.0003788816393353045,6.689433212159202e-05
4,0.00037664498086087406,6.407278851838782e-05
5,0.0003748041926883161,6.987984670558944e-05
6,0.0003729818854480982,6.6846921981778e-05
7,0.0003716929932124913,6.474361725850031e-05
8,0.00037039004382677376,6.243916868697852e-05
9,0.0003689984150696546,6.233331805560738e-05
10,0.0003632045118138194,7.165114948293194e-05
11,0.00036233075661584735,7.078026101225987e-05
12,0.00036171291139908135,7.039519550744444e-05
13,0.00036101104342378676,7.029484550002962e-05
14,0.0003602428478188813,6.981375918257982e-05
15,0.0003595640591811389,6.921053864061832e-05
16,0.0003589162661228329,6.887566996738315e-05
17,0.00035823663347400725,6.962190673220903e-05
18,0.0003555715084075928,7.099233334884048e-05
19,0.0003551107074599713,7.096766057657078e-05
20,0.00035481248050928116,7.1093556471169e-05
21,0.0003545517101883888,7.116403139661998e-05
22,0.0003542799677234143,7.111986633390188e-05
23,0.00035404812660999596,7.106269913492724e-05
24,0.00035380962071940303,7.094382453942671e-05
25,0.00035359355388209224,7.098865899024531e-05
26,0.00035267166094854474,6.962612678762525e-05
27,0.0003525308275129646,6.966554065002128e-05
28,0.0003524551575537771,6.969275273149833e-05
29,0.00035238274722360075,6.972315168241039e-05
30,0.00035231278161518276,6.971675611566752e-05
31,0.000352242321241647,6.974209827603772e-05
32,0.000352173374267295,6.97707146173343e-05
33,0.0003521071339491755,6.978864985285327e-05
34,0.00035180660779587924,6.931077950866893e-05
35,0.0003517693548928946,6.932255200808868e-05
36,0.0003517451696097851,6.933430267963558e-05
37,0.00035172339994460344,6.935222336323932e-05
38,0.00035170247429050505,6.935860437806696e-05
39,0.00035168154863640666,6.937455327715725e-05
