Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic
Analytic (4F),34.86259078979492,0.00013695289025253448,0.011702687309013023,0.004686265252530575,0.0009772058110684156,0.00217385683208704,0.09733465870155134,,
4F,11.84868049621582,4.654591075631119e-05,0.006822456357963105,0.0031088409014046192,-0.00024340608797501773,0.0017936080694198608,0.6932128972129141,1246.5s,66.01%
Analytic (5F),34.86259078979492,0.00013695289025253448,0.011702687309013023,0.004686265252530575,0.0009772058110684156,0.00217385683208704,0.09733465870155134,,
5F,1.549967885017395,6.088835535248784e-06,0.0024675565921066095,0.0014716781442984939,6.949108501430601e-05,0.0009414255619049072,0.9598680918934914,1827.3s,95.55%
Analytic (6F),34.046478271484375,0.0001354706281692041,0.011639185030284728,0.004671524278819561,0.000979447620920837,0.002168988808989525,0.09814253383400373,,
6F,2.8218557834625244,1.1228138562241462e-05,0.0033508414707714034,0.0020690385717898607,-0.000243217044044286,0.0013401731848716736,0.9252518370191942,1750.6s,91.71%
Analytic (8F),34.046478271484375,0.0001354706281692041,0.011639185030284728,0.004671524278819561,0.000979447620920837,0.002168988808989525,0.09814253383400373,,
8F,0.32562777400016785,1.2956699586191623e-06,0.001138274992529996,0.0007058323244564235,-3.0870076443534344e-05,0.0004376061260700226,0.9913744429943279,1909.8s,99.04%
Total,,,,,,,,6734.3s,
