Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,7.364048480987549,4.96353435896251e-05,0.007045235524070512,0.0032777150627225637,0.0005613770917989314,0.0015295289922505617,0.08187151017005156,,,
6F_gamma+iv_lag,8.36235523223877,5.63641557008066e-05,0.007507606522774526,0.004375128075480461,-0.00017101553385145962,0.002804696559906006,-0.04259451857483376,40.9s,-13.56%,
8F_theta+iv_lag,9.857394218444824,6.64410548347285e-05,0.008151138253932913,0.004583675414323807,-0.001465916051529348,0.00258028507232666,-0.22899170080226328,43.0s,-33.86%,-17.88%
8F_rho+iv_lag,9.0778169631958,6.118652873826898e-05,0.007822181840015546,0.0043520997278392315,-0.001161574968136847,0.0025514215230941772,-0.1317962396485941,43.8s,-23.27%,7.91%
Total,,,,,,,,127.7s,,
