Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental,rank,added_features
3F+vix_lag+vix_mom_lag+gamma+theta,10.470575332641602,8.692808970155168e-05,0.0093235234595914,0.0062038414180278,-0.000863192428369,0.0045885220170021,-0.0939870635002484,12.0s,-25.03%,8.10%,129,4
3F+vix_lag+vix_mom_lag+gamma+vega,11.623427391052246,9.649921869517267e-05,0.0098234015847451,0.0063550905324518,0.0012595719890668,0.0047356188297271,-0.2144393975853793,12.3s,-38.79%,-11.01%,178,4
3F+vix_lag+vix_mom_lag+gamma+rho,12.098267555236816,0.0001004414040168,0.010022045899759,0.0065982318483293,-0.001050685532391,0.0049637481570243,-0.2640516662855365,12.1s,-44.46%,-4.09%,194,4
3F+vix_lag+vix_mom_lag+theta+vega,10.850661277770996,9.008361306897408e-05,0.009491238753133,0.0061417859978973,0.0010908939875662,0.0045462548732757,-0.1336992181603227,12.1s,-29.57%,10.31%,141,4
3F+vix_lag+vix_mom_lag+theta+rho,11.023160934448242,9.151572784325776e-05,0.0095663853070664,0.0063319313339889,-0.0021387080196291,0.004759669303894,-0.1517223340701847,12.5s,-31.63%,-1.59%,153,4
3F+vix_lag+vix_mom_lag+vega+rho,10.959769248962402,9.098944175608671e-05,0.0095388385957666,0.0061656809411942,0.0002724948863033,0.0045459419488906,-0.145099041495345,12.4s,-30.87%,0.58%,150,4
3F+vix_lag+vix_mom+gamma+theta,9.374235153198242,7.782612973904943e-05,0.008821911909504,0.0057478249073028,0.0012888824567198,0.0042499601840972,0.0205607942251576,12.1s,-11.94%,14.47%,68,4
3F+vix_lag+vix_mom+gamma+vega,9.84936237335205,8.177069823705948e-05,0.0090427152026954,0.0057097319513559,0.0002534204104449,0.004193753004074,-0.0290814666680616,12.1s,-17.61%,-5.07%,92,4
3F+vix_lag+vix_mom+gamma+rho,9.768975257873535,8.110331386101846e-05,0.009005737829907,0.0056705176830291,-0.0004355263663455,0.0041429847478866,-0.0206824569086419,12.0s,-16.65%,0.82%,86,4
3F+vix_lag+vix_mom+theta+vega,9.452000617980955,7.847174882716587e-05,0.0088584281239487,0.0055851400829851,0.0014687640359625,0.0040704309940338,0.0124356998767928,12.4s,-12.87%,3.24%,71,4
3F+vix_lag+vix_mom+theta+rho,8.744244575500488,7.259586533528562e-05,0.008520320729602,0.0052952701225876,0.0003029350482393,0.0037904679775238,0.0863834945289158,12.6s,-4.41%,7.49%,47,4
3F+vix_lag+vix_mom+vega+rho,8.44443130493164,7.010677624039353e-05,0.0083729789346679,0.0051322020590305,0.0002318739279871,0.0036950707435607,0.1177085964500602,12.1s,-0.83%,3.43%,37,4
3F+vix_lag+gamma+theta+vega,9.652308464050291,8.01347308370233e-05,0.0089518004243293,0.0056484192609786,-0.0008492782944813,0.0040631741285324,-0.008492872370265,12.2s,-15.26%,-14.30%,79,4
3F+vix_lag+gamma+theta+rho,10.11412525177002,8.396879437920831e-05,0.00916344882559,0.0057994271628558,0.0008817328489385,0.0041747614741325,-0.0567444321386774,12.1s,-20.77%,-4.78%,108,4
3F+vix_lag+gamma+vega+rho,10.157022476196287,8.432493276266938e-05,0.0091828608158171,0.0057034329511225,-0.0008481574477627,0.0042040199041366,-0.06122642162746,12.4s,-21.28%,-0.42%,111,4
3F+vix_lag+theta+vega+rho,10.139615058898926,8.418041410116086e-05,0.009174988506868,0.0057901293039321,-0.0008736903546378,0.0041893273591995,-0.0594076591691166,11.9s,-21.08%,0.17%,110,4
3F+vix_mom_lag+vix_mom+gamma+theta,9.561427116394045,7.938022196905001e-05,0.0089095578997529,0.0057494775392115,-0.0009395521483384,0.0041202902793884,0.0010025961680738,11.9s,-14.17%,5.70%,74,4
3F+vix_mom_lag+vix_mom+gamma+vega,9.817014694213867,8.150214356222752e-05,0.0090278537627847,0.0056796506978571,-1.9339388018124737e-05,0.004094511270523,-0.0257017151847682,12.1s,-17.22%,-2.67%,91,4
3F+vix_mom_lag+vix_mom+gamma+rho,10.273271560668944,8.529004790885045e-05,0.0092352611175239,0.0059402459301054,0.0016583038959652,0.0043757259845733,-0.073372363041049,11.9s,-22.67%,-4.65%,117,4
3F+vix_mom_lag+vix_mom+theta+vega,8.815420150756836,7.318677429624358e-05,0.0085549269018644,0.0053587337024509,0.0001454090379411,0.0038543790578842,0.0789469252770914,12.0s,-5.26%,14.19%,52,4
3F+vix_mom_lag+vix_mom+theta+rho,9.681452751159668,8.037669053108457e-05,0.0089653048208683,0.0057873222976922,-0.0007234258227981,0.0041991621255874,-0.0115379269216799,12.0s,-15.61%,-9.82%,80,4
3F+vix_mom_lag+vix_mom+vega+rho,8.782154083251953,7.291059504073816e-05,0.0085387701128873,0.0053383419290184,0.0007663068827241,0.0038306415081024,0.0824226318498158,12.3s,-4.87%,9.29%,50,4
3F+vix_mom_lag+gamma+theta+vega,10.202362060546877,8.47013479385549e-05,0.0092033335231618,0.0058409245684742,0.0002629283408168,0.0042276829481124,-0.0659635938618634,12.4s,-21.83%,-16.17%,112,4
3F+vix_mom_lag+gamma+theta+rho,10.383054733276367,8.62014822066763e-05,0.0092844753328702,0.005863279569894,0.0015248819254338,0.0042397379875183,-0.0848427327969614,12.5s,-23.98%,-1.77%,123,4
3F+vix_mom_lag+gamma+vega+rho,12.30009937286377,0.0001021170382384,0.0101052975333972,0.0065531893633306,0.0004856212763115,0.0048343837261199,-0.2851394661887845,12.5s,-46.87%,-18.46%,198,4
3F+vix_mom_lag+theta+vega+rho,10.015358924865724,8.314882337934697e-05,0.0091185976651756,0.005678997375071,-0.000174007989699,0.0040962547063827,-0.046425124888588,12.5s,-19.59%,18.57%,101,4
3F+vix_mom+gamma+theta+vega,10.096569061279297,8.382304058313585e-05,0.0091554923725125,0.0058494359254837,0.0009710683953016,0.0042612850666046,-0.0549101255536972,12.4s,-20.56%,-0.81%,106,4
3F+vix_mom+gamma+theta+rho,9.330759048461914,7.746518541533e-05,0.0088014308731779,0.0055554425343871,0.0006478664581663,0.0040215104818344,0.0251032663092514,12.0s,-11.42%,7.58%,67,4
3F+vix_mom+gamma+vega+rho,9.862305641174316,8.187815494412099e-05,0.0090486548693228,0.0056005991064012,-5.644292832585052e-05,0.0040339827537536,-0.0304338056854636,12.3s,-17.77%,-5.70%,94,4
3F+vix_mom+theta+vega+rho,9.31393814086914,7.732553603431387e-05,0.0087934939605548,0.005541508551687,-0.0008399037760682,0.0039824694395065,0.0268607490375843,12.0s,-11.22%,5.56%,66,4
3F+gamma+theta+vega+rho,9.62478256225586,7.990620719010934e-05,0.0089390271948411,0.0054831872694194,6.859813584014773e-05,0.0039021372795104,-0.005616910016944,12.3s,-14.93%,-3.34%,77,4
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma,7.564078330993652,6.279797038624547e-05,0.0079245170443532,0.0054946336895227,-0.0008054797071963,0.003991961479187,0.2096896704794615,12.4s,9.68%,21.41%,15,5
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+theta,7.444378852844238,6.180420961921643e-05,0.0078615653415344,0.0054994327947497,0.0005324104567989,0.0040235519409179,0.2221961160608193,12.1s,11.11%,1.58%,13,5
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+vega,8.005265235900879,6.646076193556615e-05,0.0081523470200652,0.005629482679069,0.0012046123156324,0.0041518658399581,0.1635935629380193,12.4s,4.41%,-7.53%,24,5
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+rho,8.513993263244629,7.068428874185045e-05,0.0084073948843771,0.0059088030830025,-0.0003479122824501,0.0043613910675048,0.1104406211871428,12.5s,-1.67%,-6.35%,41,5
3F+iv_lag+vix_lag+vix_mom_lag+gamma+theta,6.501180171966553,5.397365046339634e-05,0.0073466761507089,0.0051905955187976,-0.0002830745070241,0.0038707852363586,0.32074343771314,12.4s,22.37%,23.64%,5,5
3F+iv_lag+vix_lag+vix_mom_lag+gamma+vega,7.81718111038208,6.489926285694665e-05,0.0080560078734412,0.0055829915218055,0.0011156381806358,0.0040719434618949,0.1832449759340052,12.4s,6.66%,-20.24%,22,5
3F+iv_lag+vix_lag+vix_mom_lag+gamma+rho,8.156240463256836,6.771417807454347e-05,0.0082288625018615,0.0058644241653382,-0.0001126355637097,0.004424512386322,0.1478193632986231,12.6s,2.61%,-4.34%,27,5
3F+iv_lag+vix_lag+vix_mom_lag+theta+vega,8.761663436889648,7.274047900714521e-05,0.0085288029058681,0.006032982841134,-0.0015594298020005,0.0044519305229187,0.0845635363685233,12.5s,-4.62%,-7.42%,49,5
3F+iv_lag+vix_lag+vix_mom_lag+theta+rho,8.484490394592285,7.043935205678895e-05,0.008392815502368,0.0058646500110626,-0.0005226902430877,0.004269354045391,0.1135231410694259,12.2s,-1.31%,3.16%,40,5
3F+iv_lag+vix_lag+vix_mom_lag+vega+rho,9.600927352905272,7.970815811330145e-05,0.008927942546483,0.0063815368339419,-0.0016821791650727,0.00482177734375,-0.0031244690958349,12.4s,-14.64%,-13.16%,76,5
3F+iv_lag+vix_lag+vix_mom+gamma+theta,8.094677925109863,6.720307780848531e-05,0.0081977483377135,0.005889976862818,0.0005004041595384,0.0044229924678802,0.1542515428293001,12.0s,3.34%,15.69%,25,5
3F+iv_lag+vix_lag+vix_mom+gamma+vega,8.234952926635742,6.836765926921107e-05,0.0082684738174109,0.0057460418902337,-0.0001449734263587,0.0042277872562408,0.1395953246057047,12.0s,1.67%,-1.73%,32,5
3F+iv_lag+vix_lag+vix_mom+gamma+rho,8.129695892333984,6.749380156523386e-05,0.0082154611291901,0.0058350856415927,-0.0005119595443829,0.0043883472681045,0.1505927942012436,12.2s,2.92%,1.28%,26,5
3F+iv_lag+vix_lag+vix_mom+theta+vega,8.36601734161377,6.945577323238303e-05,0.0083340130328901,0.005797631572932,0.0002133498637704,0.004233494400978,0.1259014472478675,11.9s,0.10%,-2.91%,33,5
3F+iv_lag+vix_lag+vix_mom+theta+rho,9.271072387695312,7.696965892931826e-05,0.0087732353740976,0.0061832568608224,-0.0013057948090136,0.0045128017663955,0.0313394503457322,12.2s,-10.71%,-10.82%,63,5
3F+iv_lag+vix_lag+vix_mom+vega+rho,9.3920316696167,7.797387875249436e-05,0.0088302819180643,0.0062338900752365,-0.0005194257828406,0.0046707391738891,0.0187013778971486,12.2s,-12.15%,-1.30%,69,5
3F+iv_lag+vix_lag+gamma+theta+vega,7.164733409881592,5.9482556474264154e-05,0.0077124935315541,0.0054853199981153,0.0006524401251226,0.0040240138769149,0.2514140422252214,12.1s,14.45%,23.71%,7,5
3F+iv_lag+vix_lag+gamma+theta+rho,7.781092643737793,6.45996516736083e-05,0.0080373908498721,0.0057271183468401,-0.0001261396973859,0.0042524337768554,0.1870155725245604,12.4s,7.09%,-8.60%,21,5
3F+iv_lag+vix_lag+gamma+vega+rho,8.760679244995117,7.273230811695309e-05,0.0085283238750034,0.0059760087169706,0.000985431135632,0.0043957382440567,0.084666366744736,12.2s,-4.61%,-12.59%,48,5
3F+iv_lag+vix_lag+theta+vega+rho,10.338330268859863,8.583017383716086e-05,0.0092644575576317,0.0065697757527232,0.0014325266238301,0.0048984140157699,-0.0801698295476909,12.4s,-23.45%,-18.01%,120,5
3F+iv_lag+vix_mom_lag+vix_mom+gamma+theta,7.2836713790893555,6.046999509418233e-05,0.00777624556545,0.0055308537557721,-0.0002258631575386,0.0041224509477615,0.2389871606510398,12.1s,13.03%,29.55%,9,5
3F+iv_lag+vix_mom_lag+vix_mom+gamma+vega,7.855132579803467,6.521434093368645e-05,0.0080755396682628,0.0056060156784951,0.0002543576993048,0.0041510909795761,0.1792797290140589,12.0s,6.20%,-7.85%,23,5
3F+iv_lag+vix_mom_lag+vix_mom+gamma+rho,8.23410701751709,6.836063642076105e-05,0.0082680491302822,0.0058184484951198,-0.0005827720160596,0.0043554902076721,0.1396837069154922,11.9s,1.68%,-4.82%,31,5
3F+iv_lag+vix_mom_lag+vix_mom+theta+vega,8.17973518371582,6.790923432529261e-05,0.0082407059361011,0.0057524088770151,-0.0003309097373858,0.0042336881160736,0.145364586992057,12.0s,2.33%,0.66%,29,5
3F+iv_lag+vix_mom_lag+vix_mom+theta+rho,8.969956398010254,7.446975448946255e-05,0.0086295859975703,0.0060740713961422,0.0004022590292152,0.004497691988945,0.0628006630167861,12.2s,-7.11%,-9.66%,57,5
3F+iv_lag+vix_mom_lag+vix_mom+vega+rho,9.136767387390137,7.585464120173462e-05,0.0087094569980989,0.0060873297043144,0.0010670475894585,0.0044948905706405,0.0453719106671071,12.1s,-9.10%,-1.86%,60,5
3F+iv_lag+vix_mom_lag+gamma+theta+vega,7.437348365783691,6.17458415935417e-05,0.0078578522252293,0.0055773397907614,-0.0002227300865342,0.0041303932666778,0.2229306756862458,12.1s,11.19%,18.60%,12,5
3F+iv_lag+vix_mom_lag+gamma+theta+rho,7.773499488830566,6.453661230567256e-05,0.0080334682613222,0.0057118334807455,-7.534978976764251e-06,0.0042352229356765,0.1878089208340619,12.2s,7.18%,-4.52%,20,5
3F+iv_lag+vix_mom_lag+gamma+vega+rho,8.465252876281738,7.027963965663828e-05,0.008383295274332,0.0058674961328506,0.0006758171948604,0.0043430030345916,0.1155331162137696,11.9s,-1.08%,-8.90%,39,5
3F+iv_lag+vix_mom_lag+theta+vega+rho,9.465815544128418,7.858644215596731e-05,0.0088648994442107,0.0062646674923598,-0.0002661199250724,0.0046663284301757,0.0109922882199932,12.1s,-13.03%,-11.82%,72,5
3F+iv_lag+vix_mom+gamma+theta+vega,7.276583194732666,6.041114805798761e-05,0.0077724608752947,0.0055869137868285,-0.0013943463563919,0.0042050778865814,0.2397277486076299,12.3s,13.11%,23.13%,8,5
3F+iv_lag+vix_mom+gamma+theta+rho,7.509459972381592,6.234452160946436e-05,0.0078958547105088,0.0055815326049923,-0.0001882577489595,0.0041075646877288,0.2153963079709983,12.1s,10.33%,-3.20%,14,5
3F+iv_lag+vix_mom+gamma+vega+rho,7.657911777496338,6.357698796603048e-05,0.0079735179165805,0.0056102517992258,-0.0001687092735664,0.0042109191417694,0.1998857606334032,12.3s,8.56%,-1.98%,17,5
3F+iv_lag+vix_mom+theta+vega+rho,8.425390243530273,6.99486948512696e-05,0.0083635336342523,0.0058625233359634,-0.0008260062313638,0.0043695569038391,0.1196980453758963,12.0s,-0.61%,-10.02%,35,5
3F+iv_lag+gamma+theta+vega+rho,10.41208553314209,8.644249971475613e-05,0.0092974458704934,0.0068230107426643,0.0020381342619657,0.0052765309810638,-0.0878759299697238,12.2s,-24.33%,-23.58%,126,5
3F+vix_lag+vix_mom_lag+vix_mom+gamma+theta,9.309928894042969,7.729225074132194e-05,0.0087916011477615,0.0058208890259265,-0.0013544452376663,0.0043119490146636,0.0272796433220787,12.0s,-11.17%,10.59%,65,5
3F+vix_lag+vix_mom_lag+vix_mom+gamma+vega,9.741979598999023,8.08791923603708e-05,0.0089932859601132,0.0059486022219061,-0.0011053601047024,0.0044256150722503,-0.0178618954169238,11.9s,-16.33%,-4.64%,84,5
3F+vix_lag+vix_mom_lag+vix_mom+gamma+rho,10.714699745178224,8.895484259307289e-05,0.0094315874906122,0.0061999280005693,0.0006395387463271,0.0046027079224586,-0.1194936799673573,12.2s,-27.94%,-9.98%,137,5
3F+vix_lag+vix_mom_lag+vix_mom+theta+vega,10.57492446899414,8.779440991767723e-05,0.0093698671238004,0.0060958713293075,-0.0008470842731185,0.004397727549076,-0.1048896740665676,12.2s,-26.27%,1.30%,133,5
3F+vix_lag+vix_mom_lag+vix_mom+theta+rho,10.212434768676758,8.478497288255604e-05,0.0092078755900889,0.0059476187452673,8.162111771525815e-05,0.004288375377655,-0.067016010948645,12.3s,-21.95%,3.43%,115,5
3F+vix_lag+vix_mom_lag+vix_mom+vega+rho,11.44809341430664,9.504357302394035e-05,0.0097490293375258,0.0065684770233929,0.0020307849626988,0.004920095205307,-0.1961201461347188,12.1s,-36.70%,-12.10%,174,5
3F+vix_lag+vix_mom_lag+gamma+theta+vega,11.258380889892578,9.346855476411637e-05,0.0096679136717347,0.0064171296544373,0.0008237300789915,0.0047238767147064,-0.176298594701346,12.2s,-34.44%,1.66%,165,5
3F+vix_lag+vix_mom_lag+gamma+theta+rho,10.892722129821776,9.043280777927768e-05,0.0095096165947569,0.0062935128808021,-0.0005943303694948,0.0046276599168777,-0.1380938217576919,12.0s,-30.07%,3.25%,144,5
3F+vix_lag+vix_mom_lag+gamma+vega+rho,12.299753189086914,0.0001021141641753,0.0101051553266323,0.0065692183561623,0.000498732086271,0.0047882199287414,-0.2851032962018025,12.2s,-46.87%,-12.92%,198,5
3F+vix_lag+vix_mom_lag+theta+vega+rho,12.391331672668455,0.0001028744607572,0.0101427048047956,0.0066963075660169,0.0014149451162666,0.0049538910388946,-0.2946716029232923,12.3s,-47.96%,-0.74%,201,5
3F+vix_lag+vix_mom+gamma+theta+vega,10.015172004699709,8.314727154361281e-05,0.009118512572981,0.0059306598268449,5.275084185996093e-05,0.0043190419673919,-0.0464055950884545,12.1s,-19.59%,19.18%,101,5
3F+vix_lag+vix_mom+gamma+theta+rho,10.20905876159668,8.475694482899004e-05,0.0092063535033687,0.0060884444974362,-0.0010227173333987,0.0045090615749359,-0.0666632788441945,12.2s,-21.91%,-1.94%,114,5
3F+vix_lag+vix_mom+gamma+vega+rho,12.81855297088623,0.0001064213080081,0.0103160703762683,0.0069587407633662,-0.0002009706222452,0.0051904320716857,-0.3393085553976231,12.6s,-53.07%,-25.56%,210,5
3F+vix_lag+vix_mom+theta+vega+rho,10.917318344116213,9.063700877631743e-05,0.0095203470932691,0.0062102768570184,0.0012248021084815,0.0045978128910064,-0.1406636843864728,12.4s,-30.36%,14.83%,146,5
3F+vix_lag+gamma+theta+vega+rho,15.086079597473145,0.0001252466114641,0.0111913632531604,0.0076944069005548,0.0006192462169565,0.0057846009731292,-0.5762243615324716,12.4s,-80.14%,-38.18%,237,5
3F+vix_mom_lag+vix_mom+gamma+theta+vega,10.048134803771973,8.342093302481485e-05,0.009133506064202,0.0059873680584132,-0.000712817069143,0.0043592154979705,-0.0498496155568808,12.5s,-19.98%,33.39%,103,5
3F+vix_mom_lag+vix_mom+gamma+theta+rho,9.784960746765137,8.12360274864064e-05,0.0090131030997324,0.0058360160328447,0.0004564411356113,0.004160389304161,-0.022352653387399,11.9s,-16.84%,2.62%,89,5
3F+vix_mom_lag+vix_mom+gamma+vega+rho,10.936860084533691,9.079924686830071e-05,0.0095288638812977,0.0062038004398345,0.0008679727907292,0.0045344084501266,-0.142705445276952,12.2s,-30.60%,-11.77%,148,5
3F+vix_mom_lag+vix_mom+theta+vega+rho,11.320106506347656,9.398100892767728e-05,0.0096943802755863,0.006361240055412,0.0006558307795785,0.0046411305665969,-0.182747812986221,12.1s,-35.17%,-3.50%,168,5
3F+vix_mom_lag+gamma+theta+vega+rho,13.349132537841797,0.0001108262491622,0.0105274046736243,0.0069917701184749,0.001389444922097,0.0051081776618957,-0.3947445905691991,12.1s,-59.40%,-17.92%,218,5
3F+vix_mom+gamma+theta+vega+rho,12.923513412475586,0.0001072927033605,0.0103582191210893,0.0068950061686336,0.0001792145194485,0.0050234943628311,-0.3502750363817259,12.0s,-54.32%,3.19%,213,5
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma+theta,15.968916893005373,0.000132576042482,0.0115141670337914,0.0085290158167481,-0.0027179117314517,0.0065676793456077,-0.6684650025483401,12.0s,-90.68%,-23.56%,245,6
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma+vega,16.375593185424805,0.0001359523224001,0.0116598594502758,0.008571246638894,-0.0003312406479381,0.0065928846597671,-0.7109553709192309,12.5s,-95.54%,-2.55%,247,6
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma+rho,18.619544982910156,0.000154581904533,0.0124330971416235,0.0092091215774416,0.0026989923790097,0.0071101188659667,-0.9454080308331704,12.1s,-122.34%,-13.70%,251,6
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+theta+vega,14.897953987121582,0.000123684767973,0.0111213653825889,0.0081165833398699,-7.515940524172038e-05,0.006146103143692,-0.556568614116558,12.2s,-77.90%,19.99%,234,6
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+theta+rho,15.882031440734863,0.0001318547080616,0.0114828005321724,0.0083097741007804,-0.0005223907646723,0.0062181651592254,-0.6593870333087717,12.0s,-89.65%,-6.61%,244,6
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+vega+rho,15.60644245147705,0.0001295667321273,0.0113827383404608,0.0082936715334653,-0.0010333441896364,0.0063052773475646,-0.630592933699816,11.9s,-86.36%,1.74%,240,6
3F+iv_lag+vix_lag+vix_mom_lag+gamma+theta+vega,10.28207015991211,8.536309503376568e-05,0.0092392150658898,0.0067343832924962,0.0009775669313967,0.0051200538873672,-0.0742916586330435,12.0s,-22.78%,34.12%,118,6
3F+iv_lag+vix_lag+vix_mom_lag+gamma+theta+rho,11.41832160949707,9.479640359562868e-05,0.0097363444677984,0.0070448336191475,0.0003344584547448,0.0052873492240905,-0.1930095272542844,12.3s,-36.35%,-11.05%,172,6
3F+iv_lag+vix_lag+vix_mom_lag+gamma+vega+rho,11.758761405944824,9.762277943682348e-05,0.0098804240514678,0.0072375172749161,-0.0002552652731537,0.0055754035711288,-0.2285793714493253,12.1s,-40.41%,-2.98%,185,6
3F+iv_lag+vix_lag+vix_mom_lag+theta+vega+rho,18.15924835205078,0.0001507604615324,0.0122784551769551,0.0091165397316217,-0.0029971755575388,0.0070773065090179,-0.8973153001535978,12.0s,-116.84%,-54.43%,250,6
3F+iv_lag+vix_lag+vix_mom+gamma+theta+vega,12.021554946899414,9.98045258810588e-05,0.0099902215131126,0.0073943180032074,-0.002564650028944,0.0057021230459213,-0.2560365765256784,12.0s,-43.55%,33.80%,192,6
3F+iv_lag+vix_lag+vix_mom+gamma+theta+rho,11.903398513793944,9.882357567636588e-05,0.0099410047619124,0.0072903763502836,-0.0013137513305991,0.0055705606937408,-0.2436913514372587,11.9s,-42.14%,0.98%,188,6
3F+iv_lag+vix_lag+vix_mom+gamma+vega+rho,13.640172958374023,0.0001132425049055,0.0106415461708115,0.0078525459393858,0.0019362643361091,0.0061288326978683,-0.4251530872279592,12.5s,-62.88%,-14.59%,224,6
3F+iv_lag+vix_lag+vix_mom+theta+vega+rho,15.619715690612791,0.0001296769282995,0.0113875778065214,0.0083765117451548,-0.0009143528877757,0.0064467936754226,-0.6319797487929637,12.5s,-86.51%,-14.51%,241,6
3F+iv_lag+vix_lag+gamma+theta+vega+rho,15.062922477722168,0.0001250543580187,0.0111827705877746,0.008316752500832,-6.212254811543971e-05,0.0064740106463432,-0.5738048584363504,12.3s,-79.87%,3.56%,236,6
3F+iv_lag+vix_mom_lag+vix_mom+gamma+theta+vega,8.5977783203125,7.137988327463035e-05,0.0084486616262358,0.0060760015621781,0.0008820160292088,0.0045728385448455,0.1016865875610119,12.5s,-2.67%,42.92%,44,6
3F+iv_lag+vix_mom_lag+vix_mom+gamma+theta+rho,11.219919204711914,9.31492408092246e-05,0.0096513854347044,0.0069971489720046,-5.869321103091352e-05,0.0052407532930374,-0.1722800393983825,12.0s,-33.98%,-30.50%,164,6
3F+iv_lag+vix_mom_lag+vix_mom+gamma+vega+rho,10.821683883666992,8.984303894253259e-05,0.0094785567963974,0.0068949474953114,0.0001811741240089,0.005295842885971,-0.1306716009304553,12.3s,-29.22%,3.55%,139,6
3F+iv_lag+vix_mom_lag+vix_mom+theta+vega+rho,15.731823921203612,0.0001306076655337,0.0114283710796304,0.0084046274423599,-0.0030221003107726,0.0064557492733001,-0.6436930453484948,12.3s,-87.85%,-45.37%,242,6
3F+iv_lag+vix_mom_lag+gamma+theta+vega+rho,13.995538711547852,0.000116192797997,0.0107792763206577,0.0079223001375794,0.0006802146090194,0.0060956627130508,-0.4622824258203886,12.4s,-67.12%,11.04%,226,6
3F+iv_lag+vix_mom+gamma+theta+vega+rho,13.352519035339355,0.0001108543643086,0.0105287399202675,0.0077418060973286,-0.0015253941528499,0.0059009343385696,-0.3950984187338611,12.4s,-59.44%,4.59%,219,6
3F+vix_lag+vix_mom_lag+vix_mom+gamma+theta+vega,11.639626502990724,9.663370584711396e-05,0.0098302444449318,0.0066248741932213,-0.0015062702586874,0.0048799365758895,-0.2161319138357176,12.0s,-38.99%,12.83%,180,6
3F+vix_lag+vix_mom_lag+vix_mom+gamma+theta+rho,11.625611305236816,9.651734983716878e-05,0.0098243243959658,0.0066284877248108,2.4331569875357673e-05,0.0048801004886627,-0.2146675773930606,12.7s,-38.82%,0.12%,179,6
3F+vix_lag+vix_mom_lag+vix_mom+gamma+vega+rho,12.702630043029783,0.0001054589006569,0.0102693184124821,0.0069235749542713,0.0002506500459276,0.0052384883165359,-0.3271966914924304,12.6s,-51.68%,-9.26%,209,6
3F+vix_lag+vix_mom_lag+vix_mom+theta+vega+rho,14.027734756469728,0.0001164600937847,0.0107916677944038,0.007319918833673,0.0013084224192425,0.0053828954696655,-0.4656463342515329,12.0s,-67.50%,-10.43%,227,6
3F+vix_lag+vix_mom_lag+gamma+theta+vega+rho,14.71635913848877,0.0001221771437222,0.0110533770279607,0.0076872073113918,-0.0016415573190897,0.005814254283905,-0.5375952140032652,12.6s,-75.73%,-4.91%,232,6
3F+vix_lag+vix_mom+gamma+theta+vega+rho,13.02943229675293,0.0001081720558297,0.0104005795910507,0.0070214229635894,-0.0001228607288794,0.0051719844341278,-0.361341657412431,12.5s,-55.58%,11.46%,215,6
3F+vix_mom_lag+vix_mom+gamma+theta+vega+rho,12.411659240722656,0.0001030432228933,0.0101510207808532,0.0068859024904668,-0.000776638451498,0.0051068663597106,-0.2967954686878016,12.3s,-48.21%,4.74%,202,6
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma+theta+vega,4.894942283630371,4.0638452844977384e-05,0.0063748296326237,0.0044629401527345,0.0005864781560376,0.0033020675182342,0.4885664479030126,12.5s,41.55%,60.56%,1,7
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma+theta+rho,4.95780611038208,4.116035657970528e-05,0.0064156337629033,0.0045134807005524,5.916833833907731e-05,0.0033448338508605,0.4819983070851823,12.2s,40.80%,-1.28%,2,7
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+gamma+vega+rho,5.758580207824707,4.780848816385673e-05,0.0069143682404003,0.0046877255663275,-0.0004807651275768,0.0034349560737609,0.3983317963579912,11.9s,31.24%,-16.15%,3,7
3F+iv_lag+vix_lag+vix_mom_lag+vix_mom+theta+vega+rho,5.805265426635742,4.819607497352236e-05,0.0069423393012386,0.0047165257856249,-0.0009684155811555,0.0034345388412475,0.3934540294909946,12.0s,30.68%,-0.81%,4,7
3F+iv_lag+vix_lag+vix_mom_lag+gamma+theta+vega+rho,6.590695381164551,5.4716817470710504e-05,0.0073970816860915,0.0052525391802191,0.001215630909428,0.003949224948883,0.3113907061068988,12.0s,21.30%,-13.53%,6,7
3F+iv_lag+vix_lag+vix_mom+gamma+theta+vega+rho,8.688316345214844,7.21315418320715e-05,0.0084930290139661,0.0061756358481943,0.0017439234070479,0.0047026425600051,0.0922269900841425,12.5s,-3.75%,-31.83%,45,7
3F+iv_lag+vix_mom_lag+vix_mom+gamma+theta+vega+rho,8.170236587524414,6.783037573390352e-05,0.0082359198474671,0.0058999918401241,-0.000793567742221,0.0044302344322204,0.1463570196927145,12.2s,2.44%,5.96%,28,7
3F+vix_lag+vix_mom_lag+vix_mom+gamma+theta+vega+rho,9.401947021484377,7.80561973041683e-05,0.00883494183932,0.0056955767795443,-0.0004209022445138,0.0041460990905761,0.0176654017135406,11.9s,-12.27%,-15.08%,70,7
