Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,8.36266803741455,6.424519111774438e-05,0.008015309795494144,0.0036289170384407043,0.001029935316182673,0.0016175827477127314,-0.2562249542555337,,,
ANN-3F,8.649351119995117,6.644759940995572e-05,0.008151539695662147,0.0043868874199688435,-0.000152982582221739,0.002643951680511236,-0.2992899713875481,16.4s,-3.43%,
ANN-4F,8.501325607299805,6.531041121704109e-05,0.008081485706046944,0.004354680422693491,-7.174463462433778e-06,0.002635352313518524,-0.277053845060117,21.3s,-1.66%,1.71%
Total,,,,,,,,37.7s,,
