epoch,loss,val_loss
1,0.0010699596023187041,0.0004272177175153047
2,0.00030721406801603734,0.00040555524174124
3,0.00029390447889454663,0.00039896368980407715
4,0.0002870766038540751,0.0003968813398387283
5,0.0002826332929544151,0.00039426542934961617
6,0.00027920238790102303,0.0003924175107385963
7,0.0002766331599559635,0.0003909666556864977
8,0.00027390234754420817,0.00039016574737615883
9,0.00027088113711215556,0.00039064951124601066
10,0.0002657896257005632,0.000387319247238338
11,0.00026479276129975915,0.00038720652810297906
12,0.00026392730069346726,0.00038763220072723925
13,0.0002630871022120118,0.00038825575029477477
14,0.00026226791669614613,0.00038914865581318736
15,0.0002614368568174541,0.0003896412381436676
16,0.0002607210190035403,0.000390735367545858
17,0.0002601048327051103,0.0003908172657247633
18,0.0002576460246928036,0.00038917388883419335
19,0.0002572688099462539,0.00038921344093978405
20,0.0002570290816947818,0.00038922755629755557
21,0.0002567823394201696,0.0003893366956617683
22,0.0002565017784945667,0.0003895015688613057
23,0.0002561798901297152,0.0003896431007888168
24,0.000255843682680279,0.0003900364099536091
25,0.0002555052051320672,0.0003905606281477958
26,0.0002544615708757192,0.00039219812606461346
27,0.0002542653528507799,0.00039231230039149523
28,0.00025415964773856103,0.00039252775604836643
29,0.0002540486748330295,0.0003927900397684425
30,0.00025393249234184623,0.000392925925552845
31,0.0002538108092267066,0.00039309851126745343
32,0.00025368135538883507,0.00039317694609053433
33,0.0002535510284360498,0.00039329699939116836
34,0.0002530801866669208,0.00039298617048189044
35,0.0002529815537855029,0.00039304353413172066
36,0.0002529383054934442,0.00039309528074227273
37,0.00025289529003202915,0.00039316981565207243
38,0.00025285081937909126,0.00039324266253970563
39,0.00025280521367676556,0.0003933142579626292
40,0.000252759171416983,0.0003933821863029152
41,0.00025271097547374666,0.0003934403066523373
