model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic,0.0018551596440374851,0.017017139121890068,10.583892822265625,201.6828155517578,92.00869049970373,-0.011456753127276897,-0.0017336435848847032,0.0002955570525955409,0.002641936531290412,0.017388014122843742
3F,0.0002643286425154656,0.01744374819099903,7.251743316650391,131.43736267089844,89.8566067548884,-0.018250690773129463,-0.005732722580432892,-0.00020235776901245117,0.005154535174369812,0.016809888184070587
3F+vix_lag,-0.0006789178587496281,0.018228108063340187,4.804368019104004,75.31646728515625,85.307525182698,-0.02297830954194069,-0.008356884121894836,-0.0011905282735824585,0.0058928802609443665,0.02063455991446972
3F+iv_lag,0.0005347024416550994,0.015375068411231041,3.966198205947876,100.60836029052734,82.06675883863322,-0.019922766834497452,-0.006640605628490448,0.00011479109525680542,0.007057376205921173,0.02099609375
3F+d_iv_lag,0.00018104152695741504,0.016494378447532654,3.7936747074127197,65.6803970336914,83.63815919415366,-0.021353930234909058,-0.006970260292291641,-6.784498691558838e-05,0.006631866097450256,0.02088182047009468
3F+vix_mom_lag,0.0007617782102897763,0.017695622518658638,5.992042541503906,99.90630340576172,87.53466324313648,-0.01959666796028614,-0.006230402737855911,0.0002852827310562134,0.006628192961215973,0.01974887028336525
3F+vix_mom,0.00010707944602472708,0.01828295923769474,5.4198317527771,93.98526763916016,85.90005925340706,-0.0218505859375,-0.007659912109375,-0.0004452317953109741,0.006776288151741028,0.0211181640625
3F+gamma,-0.00042226241203024983,0.017588574439287186,6.267073631286621,108.20083618164062,88.36895121469485,-0.02004726603627205,-0.006894797086715698,-0.0008922964334487915,0.005015894770622253,0.017538046464323997
3F+theta,0.00019721563148777932,0.018111540004611015,5.857866287231445,101.37297058105469,88.23069326486272,-0.02025017887353897,-0.006620071828365326,-0.00016367435455322266,0.006073459982872009,0.01877075433731079
3F+vega,0.000214073559618555,0.018270771950483322,5.631267547607422,98.12040710449219,88.27809599051946,-0.020286211743950844,-0.006832685321569443,-0.0002454519271850586,0.006224527955055237,0.019065316766500473
3F+rho,-0.0010949431452900171,0.01847735419869423,5.60913610458374,93.9555435180664,86.67746395417737,-0.022668570280075073,-0.008587732911109924,-0.0014532208442687988,0.005317132920026779,0.01883426494896412
3F+vix_lag+iv_lag,-0.00020795284945052117,0.013734054751694202,4.166023254394531,119.0368423461914,82.3203634208967,-0.01873009093105793,-0.006410166621208191,-0.000502169132232666,0.005580134689807892,0.017930537462234497
3F+vix_lag+d_iv_lag,0.00026872000307776034,0.01434415765106678,5.053232192993164,92.91522979736328,85.39126999802488,-0.017822757363319397,-0.00543748214840889,7.390975952148438e-05,0.00531005859375,0.01721167378127575
3F+vix_lag+vix_mom_lag,0.0003630409191828221,0.01612722873687744,6.800817966461182,115.35035705566406,88.59806438870234,-0.017481951043009758,-0.0053802430629730225,-0.00016498565673828125,0.0050048828125,0.016980059444904327
3F+vix_lag+vix_mom,0.0010246633319184184,0.01613040268421173,6.636409282684326,119.35208129882812,88.183290539206,-0.017577635124325752,-0.004818491637706757,0.0007185786962509155,0.005993057042360306,0.017502019181847572
3F+vix_lag+gamma,0.00040784190059639513,0.016741177067160606,6.204813480377197,104.09687042236328,88.38080189610903,-0.018274109810590744,-0.005863510072231293,-0.00012969970703125,0.005549684166908264,0.01786968484520912
3F+vix_lag+theta,-0.00034156019682995975,0.016641130670905113,6.505595684051514,117.07299041748047,88.57357298044639,-0.019144926220178604,-0.006056845188140869,-0.0005808919668197632,0.004585452377796173,0.016174806281924248
3F+vix_lag+vega,0.000400311138946563,0.01720471866428852,5.876084804534912,100.51751708984375,87.8491013233261,-0.0196533203125,-0.00616455078125,0.0001758188009262085,0.00616455078125,0.018208133056759834
3F+vix_lag+rho,4.93968982482329e-05,0.016776125878095627,6.358870506286621,112.76835632324219,88.34208967015603,-0.01913447678089142,-0.0060329437255859375,-0.0001659095287322998,0.005278110504150391,0.017017100006341934
3F+iv_lag+d_iv_lag,0.0009285630658268929,0.012491834349930286,2.91927170753479,87.51250457763672,83.17993284613866,-0.016171880066394806,-0.004150390625,0.0008678138256072998,0.005828857421875,0.017336459830403328
3F+iv_lag+vix_mom_lag,-0.0005502429557964206,0.014173324219882488,5.329189777374268,150.082763671875,83.23049575350583,-0.019042370840907097,-0.006682123988866806,-0.00090789794921875,0.00485539436340332,0.017801392823457718
3F+iv_lag+vix_mom,-3.0191904443199746e-05,0.014580484479665756,4.892785549163818,139.86575317382812,82.88682599249458,-0.01944136805832386,-0.006400927901268005,-0.000274658203125,0.005777090787887573,0.01885261945426464
