epoch,loss,val_loss
1,0.002142160220832453,0.00011271781728667306
2,0.00013432620167278003,8.208814642415288e-05
3,0.00010680870192993659,8.433258554442006e-05
4,0.0008800494080413759,7.343881182579964e-05
5,7.560453611412727e-05,6.89634989316616e-05
6,7.03196496645339e-05,6.6311485895083e-05
7,6.431419142160432e-05,5.675052330119117e-05
8,5.596666019683253e-05,4.708121005984968e-05
9,5.4929456093525905e-05,5.854211459092501e-05
10,4.9839967245151176e-05,5.3668441719716755e-05
11,5.0342023271942736e-05,3.772298509275282e-05
12,4.6932087621894214e-05,4.971239566036341e-05
13,4.6750682001665806e-05,5.8465031099508565e-05
14,3.9301901996002705e-05,3.389923509767107e-05
15,3.749725592315032e-05,3.504807519801226e-05
16,3.736337994778976e-05,3.363010287139923e-05
17,3.432764113687167e-05,4.2168587893181355e-05
18,3.3871879057646466e-05,3.7057724016708153e-05
19,3.312147409135229e-05,3.0288188650675744e-05
20,3.1149732213660204e-05,2.7537774690799558e-05
21,2.9129011096794834e-05,2.7081310831337347e-05
22,2.9434302050333902e-05,2.6428895129415687e-05
23,2.7488555932454502e-05,2.5619016938671995e-05
24,2.6551027696989867e-05,2.9528336739072925e-05
25,2.5209980173211624e-05,2.3522325975831542e-05
26,2.3658192654591268e-05,2.1970649727817048e-05
27,2.2390944480397694e-05,2.0959570675342282e-05
28,2.1317766882403303e-05,2.134269150302294e-05
29,2.0869629513760638e-05,2.0943693493236645e-05
30,2.0986509723379386e-05,1.94327013278832e-05
31,1.8833504480630197e-05,1.7224016074778332e-05
32,1.8251454074717878e-05,1.68390428467038e-05
33,1.7787201292954945e-05,1.6949044737241533e-05
34,1.6954960144269355e-05,2.18812859283781e-05
35,1.622267187681203e-05,1.5628377599849903e-05
36,1.576160128101139e-05,1.526975661844022e-05
37,1.5044579538744499e-05,1.5432718209848372e-05
38,5.457670813357084e-05,4.128833715429475e-05
39,3.896184966621472e-05,3.320382027935906e-05
40,4.067922244222441e-05,3.2876004733838994e-05
41,3.1815789889066345e-05,2.8379759556643202e-05
42,2.842911542451067e-05,2.5613874433800197e-05
43,2.6377953753725595e-05,2.5377113748928843e-05
44,2.459483921569206e-05,2.5610158608162046e-05
45,2.3090401474487363e-05,2.1201727407067783e-05
46,2.0195531395193794e-05,1.966161001594931e-05
47,1.9613377326010362e-05,1.9128725328086354e-05
48,1.9109968098601822e-05,1.8455486830001664e-05
49,1.8545466231461152e-05,1.8418843569449335e-05
50,1.810544246717799e-05,1.7540955646038084e-05
51,1.762511992765382e-05,1.7327899576326392e-05
52,1.7231832084987312e-05,1.6500322777662916e-05
53,1.6643895261491097e-05,1.6440054800690765e-05
54,1.6284573879704247e-05,1.6318926906186664e-05
55,1.5254023106263898e-05,1.5134519174360439e-05
56,1.5081496200687877e-05,1.5111537518757499e-05
57,1.495134628699629e-05,1.4972478178295693e-05
58,1.4840227254566021e-05,1.482627599179386e-05
59,1.4663282920473563e-05,1.462625841964112e-05
60,1.454710314714945e-05,1.4528848819688532e-05
61,1.444071990038104e-05,1.4404261307161476e-05
62,1.4332556128610012e-05,1.4265961513083903e-05
63,1.4195501428891995e-05,1.4180369005519949e-05
64,1.4062848530531448e-05,1.403565085742067e-05
65,1.3936257318733776e-05,1.4095806090323997e-05
66,1.3828939547034407e-05,1.3860905000467205e-05
67,1.3743323149789498e-05,1.3803133937679051e-05
68,1.3653515645834724e-05,1.369672712811498e-05
69,1.3526979337342217e-05,1.3734747977369858e-05
70,1.3409675398816884e-05,1.3495082554974825e-05
71,1.3322937307731361e-05,1.3304282789264345e-05
72,1.3203769191940724e-05,1.3207012619286098e-05
73,1.3105375346130361e-05,1.317525902777561e-05
74,1.3063255821996059e-05,1.3199972010063096e-05
75,1.2963473817397363e-05,1.3187887975433793e-05
76,1.2823487291383589e-05,1.2880495185201905e-05
77,1.2741704669305168e-05,1.2805741974490986e-05
78,1.264579556089506e-05,1.2726646473754777e-05
79,1.2561626550093457e-05,1.2606337113390872e-05
80,1.2500964687851847e-05,1.2829429444196663e-05
81,1.2453702602300344e-05,1.2484214381416915e-05
82,1.2336024117706916e-05,1.2396170171907615e-05
83,1.2212999997254288e-05,1.2294506935480362e-05
84,1.2151314940723258e-05,1.2268275189469236e-05
85,1.2060526546732622e-05,1.2171072913640192e-05
86,1.2027363938920142e-05,1.213726517104019e-05
87,1.1951231091554172e-05,1.2143065316372596e-05
88,1.186513262174256e-05,1.2028841751074414e-05
89,1.1770968833665155e-05,1.1941060282014206e-05
90,1.1696762187703171e-05,1.1905948736242183e-05
91,1.1626704852069537e-05,1.1757932987727951e-05
92,1.1558416632379984e-05,1.1718479477278335e-05
93,1.1515229950087372e-05,1.1742260929951762e-05
94,1.146268703867412e-05,1.1641011615284971e-05
95,1.1375849570417516e-05,1.1742389662271957e-05
96,1.128326505614011e-05,1.1519219516060737e-05
97,1.121531459473296e-05,1.157315139097613e-05
98,1.118636696574128e-05,1.1361154331719196e-05
99,1.1108400394307601e-05,1.1662256553783546e-05
100,1.1082424082381626e-05,1.129009291897949e-05
