Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
3F+vix_mom_lag+gamma+rho,55.69324493408203,0.00023204261825018657,0.01523294516008597,0.008070938289165497,0.0005036662914790213,0.005423784255981445,0.1674745968170992,8.0s,10.41%,1.52%
3F+vix_mom_lag+theta+vega,49.65214920043945,0.00020687274939457217,0.014383071625858371,0.00725338701158762,1.4615400687034708e-05,0.0045204758644104,0.2577793665835224,8.1s,20.13%,10.85%
3F+vix_mom_lag+theta+rho,46.8763542175293,0.00019530756341335385,0.013975248241564578,0.006827877834439278,0.000729074701666832,0.004069343209266663,0.2992730852568648,8.1s,24.59%,5.59%
3F+vix_mom_lag+vega+rho,53.72895812988281,0.00022385853320396317,0.014961902726724404,0.007047838531434536,0.00022240207181312144,0.004289373755455017,0.19683755933738967,8.0s,13.57%,-14.62%
3F+vix_mom+gamma+theta,47.52442169189453,0.000198007698299236,0.014071520823963414,0.007192762568593025,-0.0006501569878309965,0.004415273666381836,0.2895855075977748,8.3s,23.55%,11.55%
3F+vix_mom+gamma+vega,55.44485855102539,0.00023100773104384092,0.015198938484112662,0.007835573516786098,-0.0003762700653169304,0.005083173513412476,0.17118757805825557,8.3s,10.81%,-16.67%
3F+vix_mom+gamma+rho,52.69528579711914,0.000219551798432248,0.014817280399325916,0.0075296335853636265,0.00016065608360804617,0.0048349350690841675,0.21228931612785207,8.3s,15.23%,4.96%
3F+vix_mom+theta+vega,50.01585388183594,0.00020838810348537763,0.014435653898780534,0.0073557947762310505,0.0005111052305437624,0.004688829183578491,0.2523425602549003,8.3s,19.54%,5.08%
3F+vix_mom+theta+rho,45.99118423461914,0.000191619554918355,0.013842671523891441,0.006841076537966728,0.00015499968139920384,0.0041498541831970215,0.31250496818593265,8.3s,26.02%,8.05%
3F+vix_mom+vega+rho,50.55446243286133,0.00021063218422694323,0.014513172782921838,0.006689896807074547,0.00018034294771496207,0.003961771726608276,0.24429121934935782,8.4s,18.68%,-9.92%
3F+gamma+theta+vega,50.73294448852539,0.0002113758191786503,0.014538769520789932,0.007796566467732191,2.7629928808892146e-05,0.005079746246337891,0.24162319658414622,8.3s,18.39%,-0.35%
3F+gamma+theta+rho,50.85824203491211,0.00021189786401116652,0.014556711991764023,0.007884734310209751,0.0006517221918329597,0.005220741033554077,0.239750197615476,8.4s,18.19%,-0.25%
3F+gamma+vega+rho,59.071014404296875,0.0002461158954069024,0.01568808131693938,0.008217290975153446,-0.0010123922256752849,0.005522578954696655,0.11698231730675912,8.1s,4.98%,-16.15%
3F+theta+vega+rho,53.15397262573242,0.00022146289003400826,0.014881629280223596,0.007897395640611649,0.0009643097291700542,0.005184382200241089,0.2054326778160077,8.3s,14.50%,10.02%
Total,,,,,,,,1064.1s,,
