model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic,0.0012499757576733828,0.016045060008764267,12.854080200195312,337.08489990234375,92.99829592563736,-0.01081454660743475,-0.0022049774415791035,0.0002641693572513759,0.0030339453369379044,0.014253676868975163
3F,-0.0002636606222949922,0.015681935474276543,9.074459075927734,234.58799743652344,91.32255336169291,-0.015582782216370106,-0.004797354340553284,-0.0002969801425933838,0.003952011466026306,0.01325406413525343
3F+vix_lag,-0.0003235040348954499,0.015804586932063103,7.717991352081299,178.14132690429688,88.48479040718628,-0.01718798279762268,-0.006012439727783203,-0.0008334964513778687,0.004662960767745972,0.016697466373443604
3F+iv_lag,-0.00016118405619636178,0.01293514296412468,3.9798662662506104,123.1837158203125,85.06164249436489,-0.01622510887682438,-0.005424678325653076,-0.0003819465637207031,0.0046500563621521,0.015702631324529648
3F+d_iv_lag,0.00018040603026747704,0.012108172290027142,2.3102774620056152,85.0401611328125,85.39037468803772,-0.014829563908278942,-0.00446368008852005,0.00010247528553009033,0.004701942205429077,0.015010647475719452
3F+vix_mom_lag,-0.00016860624600667506,0.01496046595275402,8.905830383300781,227.76290893554688,90.72216921583414,-0.01509734895080328,-0.004698365926742554,-0.0003422647714614868,0.003964543342590332,0.013608530163764954
3F+vix_mom,-0.0020192617084831,0.01585879549384117,7.592885971069336,184.69810485839844,87.42568110893994,-0.020034268498420715,-0.007772855460643768,-0.0020238906145095825,0.003308326005935669,0.014410268515348434
3F+gamma,-0.00032591872150078416,0.015969345346093178,7.383148193359375,169.8682861328125,89.11475628403461,-0.017453866079449654,-0.005927965044975281,-0.0005358010530471802,0.004800289869308472,0.015802614390850067
3F+theta,0.0008064113208092749,0.015059021301567554,6.2287163734436035,155.17041015625,89.43390566344323,-0.015405070967972279,-0.004128679633140564,0.0008998364210128784,0.005755394697189331,0.015574195422232151
3F+vega,-0.00019667073502205312,0.016173213720321655,8.175028800964355,210.23350524902344,89.9392949548566,-0.017256908118724823,-0.005640745162963867,-0.0002561509609222412,0.005062222480773926,0.015189766883850098
3F+rho,-0.0007857629097998142,0.01630217581987381,7.625197410583496,195.8481903076172,89.31641202768184,-0.018456848338246346,-0.006320089101791382,-0.0006926208734512329,0.004655301570892334,0.015025933273136616
3F+vix_lag+iv_lag,1.057484496413963e-05,0.011180379427969456,2.49989914894104,105.00688171386719,84.67916321199269,-0.014791044406592846,-0.004132822155952454,0.00020843744277954102,0.004257142543792725,0.013486858457326889
3F+vix_lag+d_iv_lag,0.00011267246009083465,0.011515578255057335,3.251368284225464,112.71491241455078,85.2099677934112,-0.014588043093681335,-0.004131607711315155,0.00016620755195617676,0.00439453125,0.013999640010297298
3F+vix_lag+vix_mom_lag,0.000561040360480547,0.014260632917284966,7.874141693115234,187.48709106445312,89.0018457333561,-0.014643769711256027,-0.004375770688056946,0.0003026425838470459,0.004944711923599243,0.01529548317193985
3F+vix_lag+vix_mom,-0.0009103182819671929,0.014234825037419796,8.309708595275879,200.89573669433594,89.73597263481562,-0.015140855684876442,-0.005525916814804077,-0.0014812499284744263,0.0029933154582977295,0.013618442229926586
3F+vix_lag+gamma,0.0005933804204687476,0.014833907596766949,8.223118782043457,190.29653930664062,89.74763866957205,-0.01471018698066473,-0.004191413521766663,0.00029775500297546387,0.004797011613845825,0.01533990167081356
3F+vix_lag+theta,-0.0002902209816966206,0.014588556252419949,7.260507106781006,172.79119873046875,89.00892868302967,-0.015949200838804245,-0.004935726523399353,-0.00046902894973754883,0.003990739583969116,0.014736544340848923
3F+vix_lag+vega,6.882497109472752e-05,0.01572142355144024,7.697878837585449,180.7768096923828,88.56686929457987,-0.01702743023633957,-0.0055862367153167725,-0.00019724667072296143,0.005142688751220703,0.01654663495719433
3F+vix_lag+rho,0.00016983586829155684,0.01501359324902296,8.290419578552246,206.95327758789062,90.16178290342607,-0.015379374846816063,-0.004391960799694061,0.00011780858039855957,0.004500642418861389,0.014410087838768959
3F+iv_lag+d_iv_lag,-6.299312371993437e-05,0.01153179258108139,1.373497724533081,47.474403381347656,83.51214309224918,-0.015802016481757164,-0.004664212465286255,5.823373794555664e-05,0.004616081714630127,0.014748815447092056
3F+iv_lag+vix_mom_lag,-0.0003595496527850628,0.012288514524698257,4.460474491119385,165.8363037109375,85.55994883610471,-0.015746718272566795,-0.005065396428108215,-0.00034977495670318604,0.0041507333517074585,0.014161348342895508
3F+iv_lag+vix_mom,0.0012231963919475675,0.012059129774570465,4.349493026733398,155.3094482421875,86.24324515755396,-0.014002880081534386,-0.003090277314186096,0.0015011131763458252,0.005547881126403809,0.014593034982681274
3F+iv_lag+gamma,-0.0007598315714858472,0.011654829606413841,2.510453462600708,61.10709762573242,83.69379991917104,-0.016197707504034042,-0.005518391728401184,-0.0008188337087631226,0.003623396158218384,0.013955887407064438
3F+iv_lag+theta,0.00014119726256467402,0.011783447116613388,2.1978132724761963,55.24277877807617,84.9516484523755,-0.014399047940969467,-0.004520922899246216,-0.00013891607522964478,0.004364192485809326,0.015233814716339111
3F+iv_lag+vega,-0.0005685666110366583,0.012313188053667545,4.588074207305908,167.13494873046875,86.63280738959973,-0.01548396423459053,-0.005128711462020874,-0.0005429983139038086,0.003881588578224182,0.013261244632303715
3F+iv_lag+rho,0.00026098499074578285,0.012708376161754131,4.111297130584717,136.9248504638672,85.14705453454604,-0.01549643836915493,-0.0050074756145477295,0.0001440197229385376,0.005182117223739624,0.01552225835621357
3F+d_iv_lag+vix_mom_lag,-7.215089135570452e-05,0.010686883702874184,3.7879345417022705,129.79542541503906,87.75941303179411,-0.012360948137938976,-0.00347900390625,-0.00012218952178955078,0.00323660671710968,0.011811768636107445
3F+d_iv_lag+vix_mom,-0.0010529065039008856,0.011126216500997543,3.9652371406555176,132.2584228515625,85.91951269306246,-0.014499771408736706,-0.0051019638776779175,-0.0011235103011131287,0.00274541974067688,0.012056957930326462
3F+d_iv_lag+gamma,-1.880130912468303e-05,0.011143967509269714,3.1883208751678467,119.06846618652344,87.10278193264531,-0.013232189230620861,-0.003650456666946411,-4.507601261138916e-05,0.003482639789581299,0.012856206856667995
3F+d_iv_lag+theta,-3.819989797193557e-05,0.011588926427066326,2.017320394515991,93.71857452392578,86.00909117422806,-0.014452320523560047,-0.003987446427345276,4.246830940246582e-05,0.004061073064804077,0.013762803748250008
3F+d_iv_lag+vega,-0.00012207553663756698,0.011634436435997486,2.604879379272461,100.54447174072266,86.41906896709762,-0.014241402968764305,-0.004337474703788757,-0.00012558698654174805,0.004030987620353699,0.013506373390555382
3F+d_iv_lag+rho,-0.0005339751369319856,0.011623132973909378,2.707958936691284,104.28971099853516,86.64197355976552,-0.014501743949949741,-0.004621833562850952,-0.0005442798137664795,0.0035049468278884888,0.012877708300948143
3F+vix_mom_lag+vix_mom,9.500620944891125e-05,0.013972667045891285,9.891899108886719,258.95947265625,90.98257177736207,-0.013550483621656895,-0.004044368863105774,-0.00011067092418670654,0.0037409812211990356,0.012880590744316578
3F+vix_mom_lag+gamma,-3.315492722322233e-05,0.01475033350288868,7.835675239562988,184.0498504638672,90.02804014782532,-0.01539620105177164,-0.00478796660900116,-0.00012159347534179688,0.004355192184448242,0.013973156921565533
3F+vix_mom_lag+theta,0.00018150405958294868,0.0144356032833457,7.116720199584961,177.88998413085938,89.88304800156658,-0.014881780371069908,-0.004247620701789856,0.00010064244270324707,0.004403665661811829,0.014181343838572502
3F+vix_mom_lag+vega,-0.0009289655135944486,0.01481769047677517,9.133208274841309,239.97486877441406,91.12089761804569,-0.015275421552360058,-0.005304187536239624,-0.0010560601949691772,0.0030633509159088135,0.012115253135561943
3F+vix_mom_lag+rho,-0.0003278532240074128,0.015210052952170372,8.39162826538086,216.6852264404297,90.09137005078891,-0.016235902905464172,-0.005279541015625,-0.000361517071723938,0.004417121410369873,0.013952665030956268
3F+vix_mom+gamma,0.000988960382528603,0.014542344026267529,8.773584365844727,213.50657653808594,90.6871711115648,-0.013350200839340687,-0.00359538197517395,0.0008137673139572144,0.0049659013748168945,0.014526617713272572
3F+vix_mom+theta,-0.00036305372486822307,0.014892498031258583,7.743420124053955,187.79986572265625,88.98851312220589,-0.015905218198895454,-0.005458526313304901,-0.0008503198623657227,0.004151448607444763,0.01541275717318058
3F+vix_mom+vega,-0.001722750486806035,0.0151144340634346,8.915120124816895,229.27134704589844,90.02012390995488,-0.017261749133467674,-0.006579950451850891,-0.0017706751823425293,0.002847820520401001,0.012261692434549332
3F+vix_mom+rho,0.0002668767119757831,0.0156995989382267,7.92949914932251,199.12355041503906,89.02851095565657,-0.017207447439432144,-0.0051521360874176025,0.00035531818866729736,0.005526930093765259,0.015744894742965698
3F+gamma+theta,-0.0007063839002512395,0.014388048090040684,4.962489604949951,125.67972564697266,88.68311299804594,-0.015807053074240685,-0.005794703960418701,-0.001139715313911438,0.0040358975529670715,0.014846628531813622
3F+gamma+vega,0.000398490228690207,0.015128782950341702,7.52020788192749,184.22959899902344,90.33594013657593,-0.014986520633101463,-0.004342295229434967,0.0002554208040237427,0.004826709628105164,0.014734454452991486
