epoch,loss,val_loss
1,0.00044733877577487243,0.00010945631069227843
2,0.00017527726251816028,0.00010800900841820963
3,0.00016345269268742168,0.00010834457318093694
4,0.00015685621143124253,0.00010114256421283639
5,0.00014312052879776472,9.404036814118838e-05
6,0.00012368226935656146,9.46148709989751e-05
7,0.00011301468836471072,9.563303199615373e-05
8,0.00010759417903261629,9.009722544995259e-05
9,0.00010444433327743787,9.788240462878562e-05
10,0.00010017385821867221,9.50364317805283e-05
11,9.84778728214315e-05,9.425267707223348e-05
12,9.4936698831731e-05,0.00010861771867019102
13,9.319973151177082e-05,9.784719096736487e-05
14,8.759560879608018e-05,0.00010164914389558059
15,8.08862752016756e-05,9.735572117198853e-05
16,7.969955202385876e-05,0.0001027294791117512
17,7.866874727252714e-05,9.557076619276133e-05
18,7.77331045879163e-05,9.533297021140391e-05
19,7.728960638576091e-05,0.00010087893491536936
20,7.683949294594681e-05,9.520499055004209e-05
