Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,5.0073442459106445,4.698907929423299e-05,0.006854858079802455,0.0031774980016052723,0.0005771612632088363,0.0014522869605571032,0.0724573547626739,,,
6F,4.956302165985107,4.651009877618246e-05,0.006819831286489605,0.00390793988481164,-0.000744461256545037,0.002557024359703064,0.08191220817548084,160.6s,1.02%,
8F theta,1.3359971046447754,1.25370397568107e-05,0.003540768243871759,0.0022273631766438484,-0.0013471925631165504,0.0015472620725631714,0.7525246462765889,1092.0s,73.32%,73.04%
8F rho,4.502695083618164,4.225343534043546e-05,0.0065002642515851194,0.0035560354590415955,0.0006785276927985251,0.0022985562682151794,0.16593677137994334,166.7s,10.08%,-237.03%
Total,,,,,,,,1419.3s,,
