Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,21.684911727905273,0.00014924644675631314,0.012216646297421937,0.0039328476414084435,0.0010882341302931309,0.0014118212275207043,0.027944979058194597,,,
6F_gamma+iv_lag,2.374061346054077,1.6339481789272086e-05,0.004042212486902697,0.0027779052034020424,-0.0013797329738736153,0.002119623124599457,0.8935795413690324,755.3s,89.05%,
8F_theta+iv_lag,3.8786447048187256,2.6694779655453183e-05,0.005166699106339867,0.0039001235272735357,-0.0026025832630693913,0.003222040832042694,0.826134590397404,469.3s,82.11%,-63.38%
8F_rho+iv_lag,2.539928674697876,1.7481063998306052e-05,0.004181036234990801,0.0028846696950495243,-0.0015637620817869902,0.002138100564479828,0.8861443176687244,474.0s,88.29%,34.52%
Total,,,,,,,,1698.6s,,
