epoch,loss,val_loss
1,0.000346814546770789,0.00010806649641823064
2,0.00016866693555051397,0.00010939884314297739
3,0.00015873155965615257,0.00010366047667484504
4,0.00013796076323927803,9.070785840246029e-05
5,0.00011934216347434708,9.176056332489967e-05
6,0.00010971538813845118,8.774221216058336e-05
7,0.00010402721937265535,0.00010227300064471254
8,0.0001008903551182672,0.00010086498097694708
9,9.553974803317614e-05,9.827236223687056e-05
10,9.123134718358878e-05,9.701373220950385e-05
11,8.715368922432232e-05,9.46680973396873e-05
12,8.374517860950161e-05,0.00010346884814379128
13,8.076743150094681e-05,9.564751696935652e-05
14,7.832551964992905e-05,9.951977225846176e-05
15,7.638615808477125e-05,9.165907903700738e-05
16,6.917046123270561e-05,0.00010450030397056849
17,6.787722034141489e-05,9.849362037525981e-05
18,6.67525329497814e-05,9.639508866009355e-05
19,6.623376605119683e-05,0.00010036893893149039
20,6.557769152989988e-05,9.728427950663004e-05
21,6.47634569429445e-05,0.00010180282340348203
22,6.381467101468595e-05,9.743052531648975e-05
23,6.317999860854862e-05,9.71520994655626e-05
24,6.258041697391601e-05,9.8871232981271e-05
25,5.9419010470529874e-05,9.96427961495431e-05
26,5.899944887943439e-05,0.00010550759336114688
27,5.858787726905997e-05,9.67630964942289e-05
28,5.87859105490201e-05,9.59114548910201e-05
29,5.788335383307845e-05,9.646830362338853e-05
30,5.777996213796725e-05,9.666947108980419e-05
31,5.7341311529164775e-05,9.923589907078681e-05
