model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic (4F),0.0,0.01036,0.0,0.0,68.0,-0.017,-0.007,0.0,0.007,0.017
4F,0.0,0.005471,0.0,0.0,68.0,-0.009,-0.004,0.0,0.004,0.009
Analytic (5F),0.0,0.01036,0.0,0.0,68.0,-0.017,-0.007,0.0,0.007,0.017
5F,0.0,0.002658,0.0,0.0,68.0,-0.004,-0.002,0.0,0.002,0.004
Analytic (6F),0.0,0.01027,0.0,0.0,68.0,-0.017,-0.007,0.0,0.007,0.017
6F,0.0,0.002684,0.0,0.0,68.0,-0.004,-0.002,0.0,0.002,0.004
Analytic (8F),0.0,0.01027,0.0,0.0,68.0,-0.017,-0.007,0.0,0.007,0.017
8F,0.0,0.001429,0.0,0.0,68.0,-0.002,-0.001,0.0,0.001,0.002
