Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,21.684911727905273,0.00014924644675631314,0.012216646297421937,0.0039328476414084435,0.0010882341302931309,0.0014118212275207043,0.027944979058194597,,,
6F,1.7922934293746948,1.2335462981600972e-05,0.0035121877770986237,0.002245895331725478,-0.0011487152660265565,0.0015716552734375,0.9196580623022451,360.7s,91.73%,
8F theta,1.9594671726226807,1.3486036591665845e-05,0.003672333943375227,0.0021585223730653524,-0.0003956978034693748,0.0013171695172786713,0.9121642768290618,216.6s,90.96%,-9.33%
8F rho,1.9173589944839478,1.3196226974479324e-05,0.0036326611422591187,0.002011300530284643,-0.0008088432950899005,0.0010672882199287415,0.9140518319409322,263.8s,91.16%,2.15%
Total,,,,,,,,841.1s,,
