model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic,0.0010882341302931309,0.012168082408607006,10.856159210205078,196.22305297851562,92.64260543992953,-0.006571730133146048,-0.0008418895886279643,0.0004455598536878824,0.0019202998373657465,0.009426986798644066
6F,-0.0011487152660265565,0.003319023409858346,-0.13077037036418915,44.3043327331543,83.0917575156921,-0.005337025970220566,-0.0022344253957271576,-0.0012319684028625488,-0.00025217048823833466,0.00340372696518898
8F theta,-0.0003956978034693748,0.003650953294709325,1.2222821712493896,27.430519104003906,85.53848695077635,-0.004739493131637573,-0.001810368150472641,-0.0005136728286743164,0.000657716765999794,0.004655379801988602
8F rho,-0.0008088432950899005,0.003541468409821391,-0.2999512553215027,28.67289161682129,85.69127849355797,-0.005826730281114578,-0.00164031982421875,-0.0006441622972488403,0.00017642974853515625,0.0032280609011650085
