Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,115.30036926269531,0.00030433101305925677,0.017445085642072863,0.00624780124053359,0.00153921521268785,0.002549469470977783,0.08174789960081574,,,
ANN-3F,99.79491424560547,0.00026340494436172637,0.016229754907629578,0.0061172498390078545,9.949324521585368e-06,0.0024627523962408304,0.2052333379227761,144.9s,13.45%,
ANN-4F,81.55978393554688,0.00021527399980348375,0.014672218639438404,0.005849891807883978,2.501844164726208e-06,0.0024807583540678024,0.35045790932127974,141.3s,29.26%,18.27%
Total,,,,,,,,286.2s,,
