Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,7.250927448272705,3.807740249899019e-05,0.00617068898089915,0.003004747210070491,0.0008805957622826099,0.0015716090565547347,-0.005784703441845007,,,
6F,0.6790065765380859,3.5657240951240165e-06,0.0018883124993294984,0.0011181947775185108,-0.00023205866455100477,0.0007119923830032349,0.9058141964472272,741.0s,90.64%,
8F theta,6.482757091522217,3.404344517829612e-05,0.0058346760988332615,0.002527775475755334,-0.000135699738166295,0.0013523697853088379,0.1007691132897176,200.6s,10.59%,-854.74%
8F rho,1.2073403596878052,6.340207533045935e-06,0.0025179768730164967,0.001515251467935741,0.0002621185558382422,0.0009574517607688904,0.8325283938799798,532.7s,83.35%,81.38%
Total,,,,,,,,1474.2s,,
