model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic,0.0007483561057597399,0.008304606191813946,11.37079906463623,325.45111083984375,92.02082174494193,-0.006233823020011187,-0.0014259321615099907,0.00031070911791175604,0.0023342720232903957,0.00806135032325983
ANN-3F,2.853642035915982e-05,0.008080154657363892,11.083601951599121,332.4127197265625,91.87221359723041,-0.007511401083320379,-0.0018429787596687675,-4.590617027133703e-05,0.0017197761917486787,0.006650710944086313
ANN-4F,3.0020801204955205e-05,0.007541370112448931,11.99482536315918,353.9330139160156,91.83485400702361,-0.0069163949228823185,-0.0019662228878587484,-0.00012631784193217754,0.0017153758089989424,0.006360210012644529
