Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,8.37453842163086,6.95265163562848e-05,0.008338256193970344,0.0035231225192546844,0.0007483561057597399,0.0018850001506507397,0.12501114743056085,,,
ANN-3F,7.8642120361328125,6.528971977096755e-05,0.008080205428760309,0.0034007269423455,2.853642035915982e-05,0.0017816921463236213,0.1783310889009455,48.6s,6.09%,
ANN-4F,6.850429058074951,5.687316052232818e-05,0.0075414296073309725,0.0032753683626651764,3.0020801204955205e-05,0.0018449753988534212,0.2842532018658931,47.9s,18.20%,12.89%
Total,,,,,,,,96.5s,,
