Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,64.91343688964844,0.0002646773231520191,0.016268906636649528,0.005912131629884243,0.001246230909600854,0.0026372959837317467,0.06826559214062289,,,
ANN-3F,57.36085510253906,0.00023388251045866165,0.015293217792821157,0.005749142728745937,-3.2362439128519327e-07,0.002503777854144573,0.17667150401961695,93.9s,11.63%,
ANN-4F,43.08078384399414,0.0001756571072719991,0.01325356960490264,0.005545848049223423,-3.830243804259226e-05,0.002626291010528803,0.3816403729594744,93.2s,33.63%,24.90%
Total,,,,,,,,187.1s,,
