Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic
Analytic (4F),34.86259078979492,0.00013695289025253448,0.011702687309013023,0.004686265252530575,0.0009772058110684156,0.00217385683208704,0.09733465870155134,,
4F,10.398916244506836,4.0850711404848527e-05,0.006391456125551401,0.002753903390839696,9.955372661352158e-05,0.0015233010053634644,0.7307503238190358,1108.9s,70.17%
Analytic (5F),34.86259078979492,0.00013695289025253448,0.011702687309013023,0.004686265252530575,0.0009772058110684156,0.00217385683208704,0.09733465870155134,,
5F,2.7254600524902344,1.0706594748133967e-05,0.003272093328151562,0.00197063060477376,5.969057383481413e-05,0.0012505799531936646,0.9294321427999971,1021.4s,92.18%
Analytic (6F),34.046478271484375,0.0001354706281692041,0.011639185030284728,0.004671524278819561,0.000979447620920837,0.002168988808989525,0.09814253383400373,,
6F,2.439523696899414,9.706842658361508e-06,0.0031155806294110746,0.0018264304380863905,0.0001075577165465802,0.0011426806449890137,0.9353794350653792,930.2s,92.83%
Analytic (8F),34.046478271484375,0.0001354706281692041,0.011639185030284728,0.004671524278819561,0.000979447620920837,0.002168988808989525,0.09814253383400373,,
8F,0.3150537610054016,1.2535960568414834e-06,0.0011196410392806631,0.0005575382383540273,3.0461967980954796e-05,0.0002965182065963745,0.991654538118723,1025.0s,99.07%
Total,,,,,,,,4085.4s,
