Model,SSE,MSE,RMSE,MAE,MeanError,MedianAE,R2,Training_time,Gain_vs_Analytic,Gain_Incremental
Analytic,22.891511917114258,3.948732300379539e-05,0.006283893936389712,0.003470826428383589,0.0006465796614065766,0.0020529236644506454,0.20546259054092453,,,
6F_gamma+iv_lag,77.69535064697266,0.00013402266385893253,0.011576815791008015,0.007889771834015846,-0.0014754742151126266,0.0056053027510643005,-1.696714085709118,20.9s,-239.41%,
8F_theta+iv_lag,94.72010803222656,0.0001633899724214645,0.012782408709686313,0.008443621918559074,-0.0008143075974658132,0.005960322916507721,-2.287623357168638,20.1s,-313.78%,-21.91%
8F_rho+iv_lag,90.56804656982422,0.00015622776344675207,0.012499110506222115,0.007894911803305149,0.0007391039980575442,0.004868492484092712,-2.1435101954780977,25.4s,-295.64%,4.38%
Total,,,,,,,,66.5s,,
