model,mean,std,skew,kurtosis,pct_within_1std,q05,q25,q50,q75,q95
Analytic,0.0012462293962016702,0.016221104189753532,12.661359786987305,334.23431396484375,93.00279301135554,-0.010946879163384438,-0.002225106116384268,0.00026194751262664795,0.003053092397749424,0.014424926601350307
delta+T+spy_ret,-0.0003814155934378505,0.015775498002767563,9.839631080627441,261.0262145996094,91.81586511997718,-0.015423852019011974,-0.004124201834201813,-0.0002836287021636963,0.003176875412464142,0.012150310911238194
delta+T+spy_ret+vix_lag,-8.201919990824535e-05,0.017135005444288254,5.562617301940918,127.36041259765625,85.68143360991621,-0.021140117198228836,-0.006815038621425629,-0.00026632845401763916,0.006406109780073166,0.01985756680369377
delta+T+spy_ret+vix_mom_lag,-0.00032861504587344825,0.01722041890025139,5.914708137512207,134.31076049804688,85.76298138671994,-0.02132263220846653,-0.007222585380077362,-0.00049591064453125,0.006097383797168732,0.019532041624188423
delta+T+spy_ret+vix_mom,0.0008808097336441278,0.01731092669069767,5.499190807342529,126.79248046875,85.41436464088397,-0.020573778077960014,-0.005981318652629852,0.0007285699248313904,0.007304377853870392,0.02136300876736641
delta+T+spy_ret+gamma,-0.001132433069869876,0.017053985968232155,6.080407619476318,130.92138671875,86.94379319483802,-0.02103659324347973,-0.0076840221881866455,-0.0011464953422546387,0.005012579262256622,0.01718577928841114
delta+T+spy_ret+theta,0.0006360628758557141,0.016894882544875145,5.023777484893799,110.64311218261719,85.8428982079876,-0.019647566601634026,-0.006099268794059753,0.00048616528511047363,0.007020972669124603,0.020211584866046906
delta+T+spy_ret+vega,0.000412714114645496,0.01799791492521763,6.462665557861328,154.62464904785156,86.26368473629488,-0.02119767665863037,-0.006892219185829163,0.00034424662590026855,0.007321514189243317,0.02048688568174839
delta+T+spy_ret+rho,-5.357249028747901e-05,0.017823191359639168,6.73298978805542,161.0221710205078,86.96866526676317,-0.020890463143587112,-0.006856538355350494,-0.0002336949110031128,0.0062892138957977295,0.019755441695451736
delta+T+spy_ret+vix_lag+vix_mom_lag,-0.00012352902558632195,0.014024696312844753,4.920566082000732,140.16769409179688,87.79148233471284,-0.01660202257335186,-0.004802398383617401,5.054473876953125e-05,0.0046967677772045135,0.014503760263323784
delta+T+spy_ret+vix_lag+vix_mom,-0.001473184791393578,0.014518018811941147,6.995660305023193,169.5685272216797,87.99820594891031,-0.018380556255578995,-0.006183348596096039,-0.0012775957584381104,0.003254309296607971,0.013085387647151947
delta+T+spy_ret+vix_lag+gamma,0.0013013873249292374,0.014685100875794888,6.586507797241211,150.5354766845703,89.31846445536279,-0.014473138377070427,-0.0033760443329811096,0.001265883445739746,0.005752727389335632,0.015802159905433655
delta+T+spy_ret+vix_lag+theta,0.001186235691420734,0.014142878353595734,5.596087455749512,136.4834442138672,88.03164053739985,-0.014348892495036125,-0.003590919077396393,0.0008702874183654785,0.005509234964847565,0.016661308705806732
delta+T+spy_ret+vix_lag+vega,-0.00012873500236310065,0.015842359513044357,6.857243537902832,161.0936737060547,87.85957472834397,-0.018122777342796326,-0.005920052528381348,-0.0002353191375732422,0.005337640643119812,0.016707388684153557
delta+T+spy_ret+vix_lag+rho,0.00023820744536351413,0.015307482331991196,6.8784050941467285,164.24258422851562,88.9588387596583,-0.016086865216493607,-0.004996038973331451,-1.4081597328186035e-05,0.004988968372344971,0.016209540888667107
delta+T+spy_ret+vix_mom_lag+vix_mom,0.001996329752728343,0.014434335753321648,6.85666561126709,161.0524139404297,87.03349574932213,-0.014286443591117859,-0.003297559916973114,0.0016795098781585693,0.006776444613933563,0.01801040768623352
delta+T+spy_ret+vix_mom_lag+gamma,-0.0012578717432916164,0.014469858258962631,6.164021015167236,144.52865600585938,88.57311777537666,-0.01755126379430294,-0.00604248046875,-0.0012456327676773071,0.003340616822242737,0.013053642585873604
delta+T+spy_ret+vix_mom_lag+theta,-0.0014403719687834382,0.014733288437128067,6.093306064605713,148.7084503173828,88.31501906179284,-0.01779722422361374,-0.006296679377555847,-0.0015421956777572632,0.0032598674297332764,0.013939694501459599
delta+T+spy_ret+vix_mom_lag+vega,5.7519529946148396e-05,0.01559328380972147,7.604798316955566,189.98939514160156,88.96046971519439,-0.017006052657961845,-0.00539194792509079,1.043081283569336e-07,0.0051623061299324036,0.015744611620903015
delta+T+spy_ret+vix_mom_lag+rho,-0.0005237235454842448,0.014951563440263271,6.611259937286377,152.07479858398438,88.52704328148255,-0.017140965908765793,-0.005624469369649887,-0.0006616115570068359,0.0042370036244392395,0.014927719719707966
delta+T+spy_ret+vix_mom+gamma,0.0018325845012441278,0.014158119447529316,6.994467258453369,171.5610809326172,89.10195510794887,-0.013064789585769176,-0.002969019114971161,0.0015321224927902222,0.006083618849515915,0.016214527189731598
delta+T+spy_ret+vix_mom+theta,6.313640187727287e-05,0.015367520973086357,6.66942024230957,158.5686798095703,87.78088112372836,-0.01785949617624283,-0.0051952749490737915,0.00010116398334503174,0.005191326141357422,0.016239574179053307
delta+T+spy_ret+vix_mom+vega,-0.0018472956726327538,0.015316927805542946,6.570605754852295,174.0673065185547,88.93518990438524,-0.01839195378124714,-0.006959594786167145,-0.0018093585968017578,0.00315171480178833,0.013129431754350662
delta+T+spy_ret+vix_mom+rho,-0.00022979037021286786,0.015294092707335949,7.992750644683838,206.34185791015625,89.75189088907463,-0.016842838376760483,-0.0049659982323646545,-0.00010453164577484131,0.004448108375072479,0.014130211435258389
